sessionName,eventNumber,siteDeg,siteName,state,cueIdxUsed,cuePos,crossingIdx,prevRewardIdx,nextRewardIdx,nextRewardSiteDeg,preSpeed,controlSpeed,decelIndex
JB5  2026-04-10,119,0,0deg_3oclock,preReward_nonTarget,85768,0,86284,85477,86705,180,38.2310706093605,59.5054445902304,21.2743739808699
JB5  2026-04-10,120,0,0deg_3oclock,cue_expected,NaN,NaN,87082,87080,88398,0,46.8735360025476,60.6856919570222,13.8121559544746
JB5  2026-04-10,121,0,0deg_3oclock,cue_expected,NaN,NaN,88399,88398,89191,180,38.9968595476365,50.67061403116,11.6737544835235
JB5  2026-04-10,122,0,0deg_3oclock,preReward_nonTarget,88896,30,89062,88398,89191,180,45.360429068532,104.779290341113,59.4188612725815
JB5  2026-04-10,123,0,0deg_3oclock,preReward_target,89439,0,89677,89191,90233,0,33.1888402543797,81.451248819535,48.2624085651553
JB5  2026-04-10,124,0,0deg_3oclock,cue_expected,NaN,NaN,90234,90233,90798,0,32.5440316142193,68.6976128180051,36.1535812037858
JB5  2026-04-10,125,0,0deg_3oclock,preReward_target,90437,0,90798,90233,91398,0,53.7274639235496,71.5406304273188,17.8131665037692
JB5  2026-04-10,126,0,0deg_3oclock,cue_expected,NaN,NaN,91399,91398,92122,0,33.1921194551247,50.9268375060215,17.7347180508968
JB5  2026-04-10,127,0,0deg_3oclock,cue_expected,NaN,NaN,92123,92122,93063,180,32.9922568332195,41.2129560063928,8.22069917317328
JB5  2026-04-10,128,0,0deg_3oclock,preReward_nonTarget,92711,30,92901,92122,93063,180,31.789439519066,92.5116776207462,60.7222381016802
JB5  2026-04-10,129,0,0deg_3oclock,preReward_nonTarget,93263,30,93446,93063,93625,180,36.6991910911745,86.759409469524,50.0602183783495
JB5  2026-04-10,130,0,0deg_3oclock,preReward_nonTarget,93829,30,94077,93625,94228,180,49.9229467371473,88.7687262270702,38.8457794899229
JB5  2026-04-10,131,0,0deg_3oclock,cue_expected,NaN,NaN,94541,94228,95052,0,59.3645618236537,49.2430713438972,-10.1214904797565
JB5  2026-04-10,132,0,0deg_3oclock,cue_expected,NaN,NaN,95054,95052,95625,180,35.7910158725353,38.3069286894298,2.51591281689451
JB5  2026-04-10,133,0,0deg_3oclock,preReward_nonTarget,95762,30,95972,95625,96110,180,46.0525514035645,94.942680173815,48.8901287702506
JB5  2026-04-10,134,0,0deg_3oclock,cue_expected,NaN,NaN,96418,96110,96781,180,72.9221145996283,64.1012619256182,-8.82085267401006
JB5  2026-04-10,135,0,0deg_3oclock,preReward_nonTarget,96977,30,97200,96781,97349,180,37.5087841326174,99.0902900681787,61.5815059355613
JB5  2026-04-10,136,0,0deg_3oclock,cue_expected,NaN,NaN,97625,97349,98274,0,76.8379055570215,59.2595541581424,-17.5783513988791
JB5  2026-04-10,137,0,0deg_3oclock,cue_expected,NaN,NaN,98276,98274,98878,180,36.3186226947318,66.9656581558423,30.6470354611105
JB5  2026-04-10,138,0,0deg_3oclock,cue_expected,NaN,NaN,99239,98878,99825,0,52.1575087061655,61.7932521025837,9.63574339641819
JB5  2026-04-10,139,0,0deg_3oclock,cue_expected,NaN,NaN,99826,99825,100527,180,33.1026405058955,41.3568155802462,8.25417507435065
JB5  2026-04-10,140,0,0deg_3oclock,cue_expected,NaN,NaN,100798,100527,101390,180,58.4811451859197,60.5044368820386,2.02329169611895
JB5  2026-04-10,141,0,0deg_3oclock,cue_expected,NaN,NaN,102439,102436,103307,0,31.0807457269363,62.1108761120845,31.0301303851482
JB5  2026-04-10,142,0,0deg_3oclock,cue_expected,NaN,NaN,103309,103307,103763,180,50.029478505655,39.5919386719152,-10.4375398337398
JB5  2026-04-10,143,0,0deg_3oclock,cue_expected,NaN,NaN,104649,103763,105219,180,36.5360859442134,79.76483279408,43.2287468498666
JB5  2026-04-10,144,0,0deg_3oclock,preReward_nonTarget,105419,30,105706,105219,106071,180,48.0426588535875,87.8530714717526,39.8104126181652
JB5  2026-04-10,145,0,0deg_3oclock,cue_expected,NaN,NaN,106374,106071,106726,180,57.9952472520857,53.873504340985,-4.12174291110065
JB5  2026-04-10,146,0,0deg_3oclock,cue_expected,NaN,NaN,106972,106726,107350,180,62.8282642010391,75.2044148415653,12.3761506405262
JB5  2026-04-10,147,0,0deg_3oclock,cue_expected,NaN,NaN,107578,107350,108037,180,8.57586287994267,78.7523610528285,70.1764981728859
JB5  2026-04-10,148,0,0deg_3oclock,cue_expected,NaN,NaN,108446,108444,109032,0,36.8043594687707,70.9715892854311,34.1672298166604
JB5  2026-04-10,149,0,0deg_3oclock,cue_expected,NaN,NaN,109034,109032,109572,0,55.6792473414091,89.0140707012564,33.3348233598473
JB5  2026-04-10,150,0,0deg_3oclock,preReward_nonTarget,109190,0,109572,109032,110578,180,41.0122869193844,70.7494934579884,29.737206538604
JB5  2026-04-10,151,0,0deg_3oclock,preReward_nonTarget,110111,30,110371,109572,110578,180,36.7983318109957,57.2062459798527,20.407914168857
JB5  2026-04-10,152,0,0deg_3oclock,preReward_nonTarget,110798,0,110986,110578,112119,180,35.7236411632805,91.5570476273018,55.8334064640213
JB5  2026-04-10,153,0,0deg_3oclock,preReward_nonTarget,111705,30,111978,110986,112119,180,43.9027982387593,78.0834342881843,34.180636049425
JB5  2026-04-10,154,0,0deg_3oclock,cue_expected,NaN,NaN,112518,112119,113219,180,56.6717043943656,55.7487730066144,-0.922931387751142
JB5  2026-04-10,155,0,0deg_3oclock,preReward_nonTarget,112804,30,113057,112119,113219,180,42.6544972830793,82.5739291369098,39.9194318538305
JB5  2026-04-10,156,0,0deg_3oclock,cue_expected,NaN,NaN,113529,113219,114029,0,58.2649466816324,60.525344147895,2.26039746626256
JB5  2026-04-10,157,0,0deg_3oclock,preReward_target,113690,0,114029,113219,114680,0,29.8239164431725,37.6080709502917,7.7841545071193
JB5  2026-04-10,158,0,0deg_3oclock,cue_expected,NaN,NaN,114682,114680,115247,0,50.6258750418469,70.020434948258,19.3945599064111
JB5  2026-04-10,159,0,0deg_3oclock,preReward_target,115077,0,115247,114680,115780,0,41.7218392756122,88.3639332183564,46.6420939427442
JB5  2026-04-10,160,0,0deg_3oclock,cue_expected,NaN,NaN,115782,115780,116837,0,32.0491675144582,46.5463519715668,14.4971844571086
JB5  2026-04-10,161,0,0deg_3oclock,cue_expected,NaN,NaN,116307,115780,116837,0,32.4202554842993,110.21295091615,77.7926954318506
JB5  2026-04-10,162,0,0deg_3oclock,cue_expected,NaN,NaN,116838,116837,118011,180,39.4694467842703,58.5911386934522,19.1216919091819
JB5  2026-04-10,163,0,0deg_3oclock,preReward_nonTarget,117155,30,117616,116837,118011,180,47.0410008884833,74.525473322376,27.4844724338927
JB5  2026-04-10,164,0,0deg_3oclock,preReward_target,118282,0,118520,118011,119377,0,49.8674077985777,78.0153997264277,28.1479919278501
JB5  2026-04-10,165,0,0deg_3oclock,cue_expected,NaN,NaN,119378,119377,120947,180,37.391410806537,35.8997591098855,-1.49165169665151
JB5  2026-04-10,166,0,0deg_3oclock,preReward_nonTarget,120524,30,120798,119377,120947,180,34.0749167141254,79.2536814623584,45.178764748233
JB5  2026-04-10,167,0,0deg_3oclock,preReward_target,121729,0,121884,120947,122523,0,42.0751058564379,87.2200402874659,45.144934431028
JB5  2026-04-10,168,0,0deg_3oclock,preReward_nonTarget,122362,0,122523,121884,123502,180,58.7595251400515,103.453607852139,44.6940827120879
JB5  2026-04-10,169,0,0deg_3oclock,cue_expected,NaN,NaN,123957,123502,124268,180,66.4275305444278,60.9474988042861,-5.48003174014162
JB5  2026-04-10,170,0,0deg_3oclock,cue_expected,NaN,NaN,124499,124268,125308,0,60.4165679356053,60.5933051614665,0.176737225861231
JB5  2026-04-10,171,0,0deg_3oclock,cue_expected,NaN,NaN,125309,125308,125822,180,53.449353220798,56.7084733855972,3.25912016479922
JB5  2026-04-10,172,0,0deg_3oclock,cue_expected,NaN,NaN,126010,125822,126624,0,81.8669739370966,75.9690373455968,-5.89793659149977
JB5  2026-04-10,173,0,0deg_3oclock,cue_expected,NaN,NaN,126625,126624,127154,180,65.5877668246496,5.08894468717019,-60.4988221374794
JB5  2026-04-10,174,0,0deg_3oclock,cue_expected,NaN,NaN,127315,127154,127948,0,74.6673621429131,80.4069396600463,5.73957751713313
JB5  2026-04-10,175,0,0deg_3oclock,cue_expected,NaN,NaN,127950,127948,128641,0,36.096030622407,76.5696262602473,40.4735956378403
JB5  2026-04-10,176,0,0deg_3oclock,cue_expected,NaN,NaN,128642,128641,129741,0,32.87577299687,92.997265878402,60.1214928815321
JB5  2026-04-10,177,0,0deg_3oclock,preReward_nonTarget,128992,0,129741,128641,130769,180,32.1590074630472,100.72432057707,68.5653131140225
JB5  2026-04-10,178,0,0deg_3oclock,preReward_nonTarget,130462,30,130635,129741,130769,180,27.9972074068682,97.7478220319918,69.7506146251235
JB5  2026-04-10,179,0,0deg_3oclock,preReward_target,131009,0,131234,130769,131763,0,38.8820367410053,88.3120487093787,49.4300119683734
JB5  2026-04-10,180,0,0deg_3oclock,cue_expected,NaN,NaN,131764,131763,132865,180,36.0173040348668,93.0056578652765,56.9883538304097
JB5  2026-04-10,181,0,0deg_3oclock,cue_expected,NaN,NaN,132527,131763,132865,180,34.632831759317,52.1632754507967,17.5304436914797
JB5  2026-04-10,182,0,0deg_3oclock,cue_expected,NaN,NaN,133151,132865,133628,0,38.5536403264806,76.755143429101,38.2015031026204
JB5  2026-04-10,183,0,0deg_3oclock,cue_expected,NaN,NaN,133632,133628,134434,0,41.7123443652052,58.5809381747589,16.8685938095537
JB5  2026-04-10,184,0,0deg_3oclock,preReward_nonTarget,133846,0,134434,133628,135153,180,54.4008758200936,77.6882974678124,23.2874216477187
JB5  2026-04-10,185,0,0deg_3oclock,preReward_nonTarget,134693,30,135007,134434,135153,180,43.6120836124005,101.74108125839,58.1289976459892
JB5  2026-04-10,186,0,0deg_3oclock,preReward_nonTarget,135359,30,135687,135153,135854,180,56.4903401228634,98.4157644513359,41.9254243284725
JB5  2026-04-10,187,0,0deg_3oclock,preReward_nonTarget,136050,30,136256,135854,136417,180,98.7014234052527,96.5024479586465,-2.1989754466062
